study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
6,72,6,10,5,77,82.72
11,76,5,2,19,52,100.0
3,87,7,2,20,38,80.38
4,65,4,10,3,63,68.63
10,94,7,11,16,52,100.0
2,97,5,4,5,49,73.67
2,63,6,11,10,68,48.93
2,54,9,2,20,77,100.0
11,93,5,9,18,86,100.0
6,48,4,7,13,55,58.38
9,42,9,5,14,43,100.0
1,76,9,11,7,70,81.12
4,61,9,9,6,38,68.33
9,56,5,3,1,66,97.49
3,56,8,2,13,41,51.7
6,40,8,11,4,93,70.16
7,74,4,1,19,44,100.0
5,63,4,10,18,64,95.44
8,61,8,9,18,72,100.0
6,98,7,8,15,40,83.09
3,63,7,4,3,52,41.12
10,81,5,7,17,60,100.0
4,74,9,1,1,52,79.27
7,93,5,3,11,50,100.0
1,72,8,11,3,91,74.06
3,64,6,8,20,41,71.63
9,79,7,4,3,77,98.71
2,42,5,2,6,85,64.22
9,67,6,3,5,89,100.0
2,87,4,3,13,85,93.71
1,98,4,3,2,94,86.37
2,55,5,1,10,43,45.65
6,73,8,8,1,67,87.76
3,41,4,5,7,35,52.54
6,83,8,6,7,53,96.46
4,94,4,5,6,56,80.95
8,59,8,5,6,48,75.42
11,54,5,4,15,57,100.0
6,40,4,4,15,46,73.0
5,74,5,3,9,53,62.11
1,53,9,10,3,70,59.03
5,71,6,2,17,67,99.64
4,49,4,9,8,46,69.71
4,93,5,1,0,79,99.62
8,71,8,8,1,95,100.0
11,67,7,8,3,36,100.0
6,87,6,7,8,43,82.43
8,62,8,6,3,75,89.29
11,59,9,1,17,60,100.0
4,46,9,10,14,91,81.01
2,96,9,11,18,69,100.0
11,94,4,3,7,62,100.0
1,93,7,3,5,90,85.11
3,53,6,3,1,91,81.92
7,86,9,9,4,39,81.44
7,48,7,4,5,37,62.22
4,55,7,4,15,48,82.52
7,83,8,9,7,54,100.0
8,87,8,8,16,59,97.21
1,85,5,8,13,52,70.41
1,42,9,11,13,47,57.14
10,56,6,8,12,77,100.0
8,71,7,4,7,43,100.0
4,96,7,4,16,37,88.23
9,47,6,6,9,71,93.78
11,62,8,11,19,92,100.0
9,49,5,10,12,80,100.0
1,60,8,4,1,65,66.58
8,65,7,5,16,54,100.0
2,67,8,2,0,59,74.84
3,70,6,1,18,65,90.7
6,92,6,4,15,91,100.0
6,80,5,9,14,58,100.0
3,52,8,8,7,60,73.61
4,50,5,8,4,90,64.38
6,60,8,9,17,62,84.36
11,89,9,8,12,75,100.0
3,54,6,11,15,50,61.23
10,69,5,4,20,55,100.0
6,59,7,5,2,57,70.18
10,96,7,4,6,73,100.0
10,87,8,3,1,60,100.0
8,49,4,2,0,84,90.82
1,48,9,3,20,69,86.37
4,48,5,10,7,69,58.47
6,40,8,4,12,58,100.0
1,58,4,2,1,35,38.92
4,84,8,10,11,54,79.5
11,100,6,1,10,87,100.0
9,60,7,3,16,94,100.0
11,55,7,7,20,40,100.0
4,76,4,8,20,57,93.83
6,87,9,1,11,87,100.0
7,63,6,9,5,67,83.7
8,64,5,3,4,67,96.37
9,88,4,2,14,56,100.0
3,61,7,6,0,71,68.45
6,92,8,5,16,74,100.0
4,49,9,5,3,75,65.78
11,56,5,3,14,73,100.0
10,75,4,2,17,56,100.0
9,60,4,3,1,76,94.79
10,91,6,11,4,81,89.42
5,54,8,2,1,91,74.83
2,41,8,5,8,67,57.63
3,96,4,1,9,85,92.8
8,50,8,3,14,67,100.0
1,64,9,1,15,65,99.88
6,76,5,8,19,36,94.36
11,96,9,11,18,95,100.0
1,42,4,4,12,74,69.74
9,79,9,11,4,50,89.86
4,53,5,9,20,39,81.62
6,85,7,4,7,48,63.21
3,52,9,7,0,69,60.08
4,52,4,2,13,49,72.77
5,64,4,10,9,52,72.14
6,91,5,2,8,72,88.68
9,84,4,4,3,73,79.45
8,74,9,7,2,81,98.89
1,79,9,6,2,81,71.38
8,95,6,2,5,74,100.0
10,84,5,4,20,69,100.0
9,50,9,7,19,90,100.0
10,59,8,4,1,74,100.0
7,41,9,7,17,42,91.96
6,95,6,1,2,83,100.0
9,96,6,3,8,50,100.0
10,55,4,5,19,70,100.0
7,60,7,9,14,65,87.96
11,83,7,9,17,35,100.0
8,56,4,10,5,76,91.3
3,42,5,4,18,73,89.69
6,52,5,5,13,44,66.65
4,45,5,9,9,87,61.34
4,82,5,4,3,43,58.87
9,99,8,4,18,87,100.0
7,55,6,7,2,59,67.89
1,80,6,5,16,60,73.25
10,62,7,9,5,46,80.8
5,99,5,9,5,81,82.19
1,89,5,10,6,38,53.1
1,54,5,8,9,78,54.94
1,48,6,6,1,65,43.39
7,75,4,10,17,86,100.0
8,91,7,1,3,44,100.0
9,73,4,11,2,83,99.0
10,95,8,6,7,63,100.0
11,67,9,3,11,83,100.0
6,95,8,8,11,61,99.51
10,77,5,5,2,77,100.0
1,88,9,8,6,87,67.76
4,51,6,5,10,38,56.73
5,97,5,2,8,80,89.84
2,54,6,6,4,81,68.18
3,77,4,4,10,85,73.39
10,74,8,2,9,43,100.0
5,96,6,1,16,90,100.0
4,40,6,7,13,39,74.46
6,58,9,7,15,54,82.26
8,87,7,10,13,45,97.59
9,79,6,1,20,65,100.0
9,82,4,1,16,35,100.0
4,55,7,1,3,63,83.93
7,92,7,8,10,92,100.0
5,44,9,4,12,53,76.61
3,93,7,7,5,43,82.14
8,52,7,4,3,72,86.45
7,47,7,5,8,68,100.0
11,75,6,9,6,75,100.0
10,87,7,1,15,54,100.0
6,92,4,10,0,57,60.01
3,100,6,9,18,85,100.0
11,90,5,9,11,63,100.0
8,61,6,7,5,63,82.9
7,74,9,5,6,62,91.02
2,59,7,8,3,89,77.44
10,56,6,7,15,48,83.21
7,90,4,2,2,54,90.65
9,73,5,7,6,87,100.0
3,82,5,2,9,64,92.54
8,58,4,5,7,41,86.61
11,83,9,7,11,53,100.0
1,70,9,2,5,60,75.2
4,94,6,5,2,66,93.57
4,60,9,5,6,95,89.75
8,68,8,10,18,49,84.33
7,63,5,11,6,48,65.64
4,93,8,4,3,91,100.0
1,56,6,8,0,37,36.08
1,66,5,8,18,89,88.49
5,42,7,2,17,92,100.0
11,90,8,4,15,73,100.0
3,73,7,11,3,35,61.35
6,51,7,9,19,62,100.0
7,96,6,6,2,36,91.72
5,41,9,2,2,78,85.51
7,45,9,1,16,87,100.0
6,79,6,3,8,60,95.33
1,66,8,6,9,89,85.56
2,61,8,5,9,94,100.0
3,91,7,11,9,53,74.9
7,99,8,6,11,90,100.0
4,54,6,5,10,83,100.0
2,72,7,7,8,72,80.52
10,81,4,6,16,61,100.0
6,42,9,3,9,87,96.45
1,75,6,4,16,95,91.22
5,67,9,4,5,51,71.77
7,57,5,11,7,72,91.57
10,88,6,10,4,51,88.24
8,47,7,9,18,66,99.0
11,79,6,10,15,88,100.0
6,55,5,10,16,74,82.55
6,83,4,5,6,62,77.2
11,95,4,4,7,60,100.0
4,61,9,1,19,39,88.21
11,55,9,8,11,36,80.16
2,84,9,9,13,55,82.45
10,50,4,11,13,44,80.11
1,55,6,3,3,75,62.99
8,57,8,8,20,36,91.79
9,72,7,3,11,84,100.0
4,59,8,10,3,55,80.04
10,83,8,2,16,43,100.0
3,86,4,8,5,82,95.64
7,88,9,5,14,37,100.0
9,51,7,2,5,95,100.0
11,61,4,9,5,69,88.87
3,86,4,8,4,86,67.62
11,56,4,2,19,63,100.0
6,72,5,4,13,54,96.32
1,72,5,11,15,76,89.31
1,83,7,1,6,68,90.08
3,67,6,2,3,56,91.98
5,84,9,10,17,57,100.0
5,45,8,5,10,40,84.7
11,91,4,1,6,63,100.0
2,82,5,9,19,62,75.98
8,62,4,3,2,83,98.92
1,89,4,2,12,42,81.94
10,78,9,5,9,85,100.0
9,41,5,8,13,76,100.0
5,90,6,3,11,93,100.0
5,66,8,8,10,56,83.41
8,99,6,7,4,82,100.0
10,98,9,6,4,36,100.0
7,70,8,7,19,89,100.0
10,94,6,8,0,63,100.0
1,81,8,9,16,72,93.18
5,54,7,10,17,91,94.86
2,61,5,2,12,48,61.72
3,74,5,10,4,80,62.38
11,48,6,2,2,63,98.11
5,56,9,2,12,42,87.6
6,91,6,11,15,68,100.0
7,41,6,11,3,59,82.75
5,49,9,8,9,88,89.16
6,53,8,6,17,93,100.0
5,45,9,5,17,89,100.0
10,96,4,8,8,94,100.0
4,52,6,2,9,67,100.0
1,72,8,8,1,90,75.33
6,97,6,10,8,92,100.0
5,77,9,11,3,49,78.55
3,80,5,5,9,42,77.17
8,41,4,6,19,45,81.34
6,67,6,2,0,46,80.07
11,56,7,8,3,35,82.02
5,59,9,7,15,72,91.71
8,92,7,3,9,94,100.0
9,67,4,5,17,50,100.0
9,70,9,9,3,59,89.88
2,48,7,4,2,37,41.03
1,88,8,3,20,90,100.0
3,51,8,2,7,42,55.81
10,75,8,4,19,92,100.0
3,75,4,2,11,47,73.54
10,49,5,3,14,52,98.17
9,77,6,3,13,91,100.0
6,43,9,9,19,66,94.47
10,92,7,2,19,84,100.0
10,85,4,5,4,42,100.0
9,98,7,9,18,38,100.0
4,51,4,4,3,60,79.21
10,63,9,1,14,95,100.0
7,87,6,7,18,56,100.0
8,92,7,1,8,75,100.0
6,46,6,3,7,91,93.01
6,63,7,7,20,92,100.0
9,63,5,8,3,92,91.0
2,85,5,11,15,59,88.96
1,86,9,8,18,82,97.14
2,79,8,8,15,38,72.84
8,92,4,6,2,69,95.88
7,97,6,4,15,73,100.0
1,85,4,4,10,41,67.95
2,69,9,3,5,61,75.83
5,100,7,11,1,39,80.74
8,50,7,6,5,44,91.97
10,54,5,10,19,91,100.0
10,49,4,3,7,82,100.0
9,50,4,11,12,81,100.0
3,91,6,9,0,81,80.61
11,100,5,9,6,88,100.0
7,77,7,10,3,48,66.69
4,86,6,3,8,65,84.19
5,81,5,4,16,57,100.0
4,84,8,11,12,62,80.31
10,100,8,1,20,85,100.0
6,91,7,8,15,43,89.79
4,57,8,10,20,89,90.38
11,55,5,5,8,70,100.0
4,100,5,10,1,57,43.74
1,91,6,1,12,76,72.41
6,58,4,6,15,41,84.47
10,80,5,6,6,56,87.85
5,49,8,3,15,72,96.44
6,63,4,7,12,54,80.78
3,65,7,5,12,79,93.37
5,72,8,11,12,93,87.67
8,52,9,5,12,60,85.64
6,94,4,11,4,71,76.34
5,91,8,5,11,44,88.56
11,88,6,9,17,37,90.14
6,97,5,7,14,73,96.07
8,51,6,9,14,83,96.47
1,65,5,9,13,86,68.0
3,72,5,11,19,84,76.87
9,100,5,1,12,87,100.0
9,72,5,8,10,65,100.0
11,79,6,5,7,61,100.0
10,41,8,9,11,55,100.0
7,67,4,4,19,45,100.0
6,53,6,11,17,44,92.94
5,63,4,11,17,73,80.31
1,51,6,8,3,44,44.42
9,91,8,3,20,64,100.0
7,40,4,5,19,54,92.02
6,94,5,11,10,78,100.0
7,51,9,5,5,47,68.34
6,91,8,5,17,54,91.56
3,79,4,9,18,60,84.69
10,69,5,2,12,38,98.26
1,72,6,4,9,57,62.84
8,86,5,10,12,72,100.0
10,86,7,2,14,68,100.0
1,81,5,5,0,50,51.11
11,65,7,5,9,64,100.0
1,57,9,3,13,70,82.17
2,47,6,2,6,88,69.2
11,48,6,1,6,68,100.0
5,100,8,6,9,82,100.0
9,98,8,1,13,93,100.0
9,73,4,11,1,41,70.94
11,90,4,9,2,68,100.0
1,86,5,2,18,90,100.0
10,59,7,3,6,88,100.0
8,94,7,10,9,65,100.0
2,57,5,8,5,72,70.61
10,96,5,5,6,43,100.0
7,83,8,8,0,90,81.8
3,71,9,4,12,39,80.27
9,77,7,10,4,42,61.88
2,65,4,11,20,52,79.73
1,91,8,7,17,35,86.29
8,43,9,5,5,37,72.02
11,84,7,10,8,54,100.0
8,77,6,8,12,70,90.58
3,42,7,1,3,93,83.97
9,96,6,3,16,75,100.0
11,81,8,10,5,89,100.0
8,69,9,11,5,68,96.44
1,72,6,9,20,77,89.42
6,83,9,7,18,68,100.0
5,59,5,2,8,39,87.1
9,66,5,3,17,55,100.0
1,88,5,7,16,60,82.12
1,40,9,2,13,85,82.64
2,100,4,4,13,84,100.0
9,82,5,5,14,55,100.0
6,72,5,2,2,80,93.0
5,51,5,9,3,53,64.37
2,70,8,10,13,91,100.0
2,70,5,7,18,39,84.33
1,65,9,5,9,69,78.4
3,90,8,7,15,69,87.79
11,50,6,3,4,48,85.57
2,83,6,11,6,72,92.25
7,60,5,10,15,80,98.59
7,73,8,4,4,65,88.33
10,40,6,11,9,89,89.39
10,82,4,7,10,60,100.0
2,61,6,10,20,82,96.28
6,66,8,4,5,45,84.57
9,77,5,2,0,51,99.87
7,78,7,7,10,59,88.25
5,97,6,10,10,60,99.49
5,70,4,7,11,80,91.76
3,40,9,5,7,55,62.75
9,57,6,1,6,57,100.0
1,86,6,1,8,48,73.85
1,68,5,11,12,85,72.42
9,41,7,3,12,38,96.16
2,51,4,4,11,55,86.56
7,57,4,7,16,77,90.76
5,44,6,4,3,67,61.28
3,69,6,3,14,82,95.67
5,54,8,7,14,37,81.66
6,49,5,10,15,75,92.91
7,94,9,6,10,94,100.0
6,54,9,9,12,82,100.0
9,48,8,7,10,63,90.12
6,80,4,8,19,81,95.52
1,92,7,1,13,36,88.7
2,79,4,7,17,47,84.47
7,47,5,10,19,65,100.0
1,78,5,10,7,41,50.12
4,68,9,9,2,37,76.74
10,57,6,9,4,67,74.57
9,74,4,10,1,53,75.2
2,71,9,2,0,47,64.68
11,60,5,8,7,61,86.77
3,59,9,7,19,82,95.28
10,73,5,11,17,36,100.0
10,49,7,6,17,52,100.0
5,48,5,5,18,56,81.4
5,71,4,4,7,37,70.53
1,94,8,2,1,70,74.55
1,44,4,1,6,93,66.55
4,40,8,7,15,59,63.2
1,44,9,1,20,44,76.12
1,45,4,5,15,57,68.56
5,59,5,6,9,50,66.99
9,62,5,8,20,75,100.0
9,75,4,8,12,40,100.0
11,81,4,2,0,49,100.0
11,98,5,5,0,35,99.55
6,46,7,6,3,72,72.13
11,85,9,2,18,92,100.0
3,79,6,4,2,78,74.93
6,83,7,3,5,40,93.45
4,62,6,10,9,51,66.07
10,68,9,5,11,51,100.0
10,53,5,2,15,78,100.0
7,81,5,4,6,47,70.53
9,49,5,8,6,57,85.92
1,95,9,9,3,40,59.78
4,49,4,8,14,86,64.24
2,97,9,10,18,37,97.22
6,85,7,5,14,68,100.0
11,86,7,11,0,69,96.64
9,84,5,2,2,71,100.0
11,49,9,6,16,90,100.0
3,82,9,3,17,38,100.0
5,70,9,10,7,57,92.16
9,87,6,9,19,35,100.0
4,99,9,7,2,86,76.85
1,71,6,4,20,77,100.0
3,91,7,11,8,39,72.33
8,92,7,9,1,83,100.0
10,53,7,9,13,82,100.0
8,66,9,6,9,42,75.23
6,90,9,1,16,86,100.0
5,99,4,10,16,66,87.52
7,53,4,7,9,76,100.0
8,70,4,9,10,64,91.06
9,96,5,10,16,50,100.0
3,76,8,7,18,89,100.0
1,83,9,2,18,37,96.91
3,56,4,1,8,74,69.9
8,65,4,4,18,75,100.0
10,50,4,2,6,74,100.0
5,97,5,4,10,68,94.05
6,63,7,9,3,42,58.64
1,99,6,2,10,38,79.06
1,68,7,9,20,78,81.51
6,55,9,6,6,37,73.32
11,40,8,11,7,95,90.13
8,87,6,5,7,38,82.76
2,83,8,8,0,85,96.96
1,76,7,4,18,70,83.23
9,89,5,2,6,89,100.0
9,67,9,10,9,58,79.12
8,53,6,3,20,71,100.0
1,79,8,10,11,59,74.66
9,89,7,8,17,61,100.0
3,67,6,6,15,44,70.43
6,95,6,2,7,69,97.52
4,86,8,7,18,53,91.07
8,65,7,3,4,90,100.0
5,88,4,10,20,81,85.87
3,72,7,2,14,58,79.34
6,53,6,3,17,70,100.0
10,96,6,2,1,78,100.0
1,45,5,10,9,70,66.71
3,92,4,5,2,92,99.73
2,67,7,6,18,35,69.21
10,96,9,7,13,52,99.77
1,74,6,5,16,51,80.78
9,52,5,8,1,90,100.0
11,59,8,4,17,36,100.0
6,78,6,6,16,86,100.0
1,45,4,4,9,90,76.19
9,44,9,3,17,48,100.0
10,82,6,9,14,41,98.14
5,49,7,1,8,61,86.6
6,60,9,6,15,51,98.78
3,43,5,5,19,85,100.0
4,47,5,1,16,88,97.37
5,42,7,5,3,92,81.76
9,59,4,6,10,64,83.32
11,68,5,4,3,71,100.0
2,64,6,5,1,84,81.69
1,72,5,10,16,91,100.0
2,52,7,7,5,46,50.07
7,78,9,8,1,73,62.75
9,81,8,10,10,55,93.63
1,46,5,1,0,86,68.81
2,95,7,1,8,93,100.0
10,83,8,5,8,64,100.0
5,54,7,5,15,51,92.38
8,47,6,5,15,48,94.75
3,59,6,10,6,41,52.31
7,78,6,1,10,37,99.23
10,87,8,11,13,72,100.0
6,81,8,1,13,53,96.02
9,65,6,3,6,76,100.0
5,63,6,9,1,36,46.56
1,66,4,8,11,83,70.22
2,48,4,4,17,61,73.93
1,65,5,2,10,78,78.15
6,91,7,3,12,67,97.97
9,49,8,10,14,54,100.0
10,100,4,7,8,72,100.0
8,71,4,11,19,74,100.0
8,79,4,1,13,56,100.0
11,64,8,3,13,90,100.0
7,61,4,6,10,74,93.16
10,48,6,8,15,71,100.0
9,45,6,11,9,49,79.44
5,64,9,8,13,42,92.59
9,93,7,8,10,92,100.0
2,89,5,5,14,46,57.63
10,40,9,11,8,79,95.63
9,70,8,11,7,57,93.07
10,72,9,6,3,62,100.0
11,90,6,8,12,78,100.0
8,96,6,7,20,64,100.0
9,96,5,1,14,69,100.0
7,80,5,5,10,35,74.5
3,97,8,11,10,35,82.45
3,64,8,8,1,62,83.67
1,46,4,2,0,41,31.97
1,52,4,3,1,51,38.35
11,75,6,8,11,45,100.0
5,58,6,10,8,40,58.26
9,80,9,2,13,93,100.0
11,99,8,5,18,57,100.0
4,42,8,9,12,59,66.04
9,75,4,11,17,54,100.0
8,90,4,2,14,79,100.0
7,47,8,10,17,41,92.35
8,43,7,10,17,41,99.74
5,98,5,5,9,65,100.0
2,53,4,6,9,80,76.19
2,62,6,10,6,90,71.39
6,70,5,11,7,90,95.04
3,60,4,5,1,74,51.24
2,85,4,2,8,44,70.26
4,56,5,2,12,68,91.8
4,72,9,2,11,95,100.0
9,84,8,10,15,87,100.0
8,92,4,4,12,53,100.0
11,61,7,11,7,42,75.77
9,98,5,8,10,91,100.0
9,87,8,1,4,89,100.0
5,100,7,10,9,46,89.89
3,56,6,5,18,85,100.0
4,95,5,5,2,74,87.42
5,98,7,11,11,51,66.2
3,68,9,2,10,93,100.0
7,77,5,1,5,38,86.83
5,79,6,4,10,50,85.66
7,49,9,6,11,77,95.78
3,45,8,2,19,79,96.22
1,89,9,10,15,93,100.0
7,87,9,7,4,57,93.0
3,74,7,5,10,95,100.0
5,89,9,3,7,45,100.0
6,91,7,3,1,72,93.02
9,85,5,7,20,73,100.0
9,60,5,11,17,38,91.66
7,44,6,10,7,60,65.09
4,58,6,7,18,83,79.43
9,100,9,4,12,80,100.0
3,60,6,8,7,63,58.48
7,63,5,9,20,89,100.0
4,72,9,1,3,35,70.95
8,44,5,11,7,60,54.75
8,59,4,4,20,42,100.0
2,77,7,6,5,67,56.86
7,81,5,2,15,66,100.0
8,82,4,10,9,65,86.79
2,92,5,5,9,43,77.4
6,43,6,1,13,88,93.65
6,84,8,8,19,88,100.0
1,94,9,5,1,81,76.22
11,61,8,11,8,78,79.17
10,83,4,2,9,84,100.0
9,61,6,5,12,47,100.0
2,42,7,10,16,57,84.06
3,65,5,8,18,70,86.75
9,50,8,5,18,48,100.0
9,44,9,11,6,48,85.79
1,62,6,2,4,59,60.07
5,55,7,11,7,50,65.0
1,41,5,5,19,85,93.55
4,45,8,10,8,41,76.23
11,62,9,9,2,48,88.24
10,76,5,1,3,57,100.0
10,72,4,5,17,54,100.0
2,87,9,2,14,55,87.12
9,74,9,8,1,36,74.81
11,57,4,1,2,83,100.0
5,73,9,6,19,70,100.0
8,97,7,4,1,95,100.0
1,49,9,3,7,83,78.97
6,77,4,11,5,84,100.0
9,55,8,6,0,81,90.46
10,85,7,9,5,94,100.0
6,73,7,11,7,94,97.9
7,61,4,4,4,62,63.57
11,57,5,9,10,75,89.93
3,97,7,2,3,72,76.99
2,85,5,9,2,56,61.61
10,63,6,1,3,47,100.0
11,53,9,10,19,84,100.0
4,47,6,3,1,44,52.04
2,68,5,9,8,46,60.24
1,53,8,1,6,82,83.35
8,58,5,8,15,91,100.0
5,50,4,10,11,40,58.32
2,94,6,1,6,78,100.0
11,70,5,9,2,90,94.59
1,70,8,1,3,75,62.75
2,73,4,7,4,48,43.66
3,42,6,10,6,52,52.57
2,93,9,1,9,61,90.83
4,63,7,11,12,89,91.57
3,45,9,7,8,35,65.85
9,67,8,9,10,95,100.0
9,57,8,3,2,42,99.03
10,58,5,11,18,55,94.59
8,48,8,8,13,59,82.41
6,50,4,11,13,68,89.86
9,41,6,2,12,40,85.67
2,50,7,5,13,49,63.51
9,51,4,7,10,44,60.92
9,97,9,8,0,52,97.19
4,77,4,2,8,54,79.28
9,75,8,8,15,94,100.0
10,43,7,6,12,40,84.89
11,80,4,10,19,60,100.0
10,72,5,3,4,80,100.0
8,44,5,8,17,86,100.0
4,80,7,2,0,73,80.84
4,87,7,11,3,70,79.82
1,48,7,7,11,76,62.98
8,41,5,9,12,39,86.5
7,41,8,6,10,69,84.92
6,57,6,9,2,59,64.22
9,63,4,8,10,92,100.0
11,87,6,10,16,53,100.0
8,85,9,8,20,41,100.0
8,58,8,7,5,57,96.35
4,45,6,2,17,74,99.94
9,63,9,5,17,84,100.0
1,53,6,5,4,75,58.61
4,51,8,8,8,92,72.23
3,42,4,10,12,67,68.75
2,60,7,7,5,64,57.53
11,94,5,7,19,45,100.0
1,73,8,7,13,63,83.85
5,80,7,11,1,66,81.93
8,97,4,2,13,58,100.0
4,79,7,6,17,93,82.71
2,100,8,1,4,91,100.0
3,60,5,11,16,41,64.63
5,46,6,10,7,76,70.19
1,82,6,7,11,36,59.68
5,40,8,1,15,61,99.49
2,99,6,11,19,55,66.59
7,89,7,3,2,51,82.4
4,56,8,8,16,76,100.0
7,46,8,2,4,89,78.93
8,77,7,3,6,45,100.0
8,66,5,5,3,38,85.82
3,43,7,5,9,50,73.06
2,71,6,8,13,65,57.11
7,53,7,10,6,50,87.69
5,59,8,1,16,73,100.0
6,58,8,1,17,80,100.0
5,83,8,7,4,69,81.59
3,67,4,1,6,66,70.22
9,57,5,2,7,63,100.0
3,71,4,4,14,39,81.25
10,91,8,4,10,91,100.0
9,86,4,6,3,82,95.67
2,46,8,8,4,50,52.72
10,62,7,8,5,93,100.0
11,96,8,7,3,70,93.78
1,59,7,5,8,50,69.94
2,46,8,1,4,88,83.67
5,63,6,8,18,70,93.35
11,69,5,10,5,76,91.39
3,48,8,6,20,62,96.17
2,81,8,11,1,49,65.41
8,71,4,7,20,92,100.0
11,51,6,1,4,92,100.0
2,61,7,8,19,88,90.91
3,94,9,5,19,63,100.0
8,65,7,4,10,58,100.0
10,90,5,6,1,93,97.17
4,48,6,4,5,56,80.73
9,97,7,3,11,57,100.0
7,40,4,9,12,36,60.88
1,97,6,3,19,95,94.52
3,86,7,3,18,67,100.0
9,67,8,9,19,37,99.17
9,65,5,6,19,39,100.0
8,72,9,4,4,38,75.96
4,82,5,3,13,89,88.51
5,54,6,8,10,92,98.63
4,89,4,9,3,66,73.64
4,95,7,1,8,72,100.0
7,78,7,7,4,68,92.76
7,47,4,1,15,88,100.0
10,84,4,10,17,70,100.0
8,99,7,3,0,46,100.0
11,45,8,3,3,41,85.51
7,43,4,5,7,35,76.14
3,89,5,11,20,54,91.62
3,80,8,11,8,56,68.28
10,66,5,9,5,81,91.28
6,65,6,7,2,89,77.25
5,41,8,11,10,45,80.22
3,64,8,9,12,53,68.95
4,77,4,5,7,64,83.69
3,92,7,1,0,46,68.33
10,91,9,4,17,76,100.0
1,66,8,8,2,76,72.06
11,48,9,5,12,49,100.0
2,65,8,11,13,50,67.54
10,79,5,1,19,63,100.0
4,48,5,4,16,95,81.32
8,61,6,9,8,52,96.22
9,81,7,7,15,87,100.0
8,72,7,9,13,87,100.0
3,66,7,10,10,78,68.74
1,83,7,1,6,35,62.85
10,93,6,2,8,60,100.0
6,77,4,5,10,65,88.48
2,84,8,7,7,35,77.58
2,82,9,4,8,43,75.73
3,83,5,3,15,64,91.79
1,81,5,11,5,70,49.49
2,65,4,10,6,58,58.11
2,96,8,7,9,35,70.39
8,65,9,1,9,63,98.68
3,52,8,6,13,62,73.53
4,58,7,7,9,41,77.78
2,80,7,10,8,36,59.94
7,97,9,5,9,81,100.0
4,91,9,11,6,60,73.18
8,52,7,5,20,57,94.95
11,44,8,8,14,71,93.65
8,41,9,5,8,75,85.7
9,96,5,4,7,55,100.0
7,91,9,9,10,72,100.0
8,58,6,2,15,86,100.0
7,92,6,10,16,89,100.0
8,58,9,9,12,71,100.0
1,45,4,11,6,45,46.15
8,57,7,7,8,78,100.0
4,46,8,8,8,46,72.85
1,78,4,6,16,77,78.6
8,53,8,10,18,43,91.87
6,49,5,2,12,52,71.63
5,86,5,9,15,39,90.06
9,78,5,5,9,70,89.33
8,84,6,1,3,53,88.22
6,41,6,8,7,49,84.83
10,57,4,5,2,46,77.72
5,46,8,3,3,83,92.57
10,69,7,10,9,53,100.0
8,44,8,4,8,55,69.9
10,88,5,10,6,82,95.09
4,43,5,1,2,73,86.66
4,89,7,1,1,91,94.18
4,56,4,5,6,72,76.8
4,56,4,7,1,54,58.0
4,89,5,7,10,46,90.41
2,48,7,1,3,67,67.23
6,100,4,2,14,37,84.2
4,59,5,6,11,38,52.9
11,46,4,6,1,56,100.0
3,100,7,10,6,74,81.24
9,47,8,2,17,65,100.0
8,84,5,9,7,75,91.23
2,90,8,5,0,46,61.41
10,86,6,5,15,94,100.0
1,60,7,6,6,41,67.83
3,53,9,2,10,71,88.15
1,88,4,3,3,55,65.72
4,59,6,1,9,42,67.8
1,57,9,9,19,81,60.34
6,91,4,1,20,94,100.0
1,60,7,3,19,93,94.73
5,40,8,9,14,60,78.76
4,70,6,3,6,88,77.16
9,73,5,9,2,61,90.16
6,48,4,3,20,36,91.67
1,74,8,2,20,68,92.8
4,63,6,4,1,82,80.73
11,85,9,5,15,56,100.0
3,62,4,5,8,49,67.47
4,86,5,5,16,65,94.42
11,59,6,2,2,61,95.61
4,56,6,4,3,54,65.31
6,69,9,5,5,43,98.68
5,85,6,7,2,45,48.69
6,83,9,1,3,67,100.0
8,55,9,7,16,52,100.0
10,90,7,9,12,71,100.0
1,58,8,4,3,40,41.24
9,81,5,9,8,41,90.67
4,42,4,5,18,88,100.0
9,65,4,11,9,57,82.05
2,95,7,7,9,84,90.16
2,97,5,9,4,47,59.25
5,82,8,7,10,87,95.36
6,90,5,10,17,87,100.0
7,68,7,3,13,75,100.0
10,92,6,4,15,42,100.0
10,91,6,1,9,42,100.0
8,77,4,3,9,70,100.0
5,45,4,5,12,76,73.65
6,57,7,2,1,78,99.98
5,67,8,11,3,84,83.78
9,70,8,8,1,48,88.61
10,55,6,6,0,59,60.56
6,95,8,5,12,79,100.0
2,94,6,7,0,48,64.6
5,84,9,9,5,63,80.25
9,90,8,8,12,95,100.0
8,70,9,4,15,71,100.0
11,68,7,9,8,91,100.0
9,72,5,8,11,57,99.3
3,64,9,11,0,54,46.07
4,59,5,10,1,79,75.21
4,83,5,9,1,40,73.51
8,56,7,1,20,82,100.0
1,62,5,11,8,61,66.02
9,81,4,7,10,95,100.0
6,97,9,11,7,53,100.0
2,89,8,3,8,47,81.18
1,69,8,8,16,64,90.67
1,94,4,2,11,39,60.34
10,66,5,11,5,43,83.6
10,86,4,3,13,68,100.0
8,71,8,7,1,41,72.0
